1388230379,GTR2771,PAS,K,NY,66,POLICE DEPARTMENT,NO STANDING-BUS STOP,HEARING HELD-GUILTY,03/13/2016,11:59A,,0.00,115.00,0,115,0.00,0.00
1388230392,GTR2771,PAS,K,NY,66,POLICE DEPARTMENT,FRONT OR BACK PLATE MISSING,HEARING HELD-GUILTY,03/13/2016,11:59A,,0.00,65.00,0,65,0.00,0.00
1388543941,22870MH,COM,NY,NY,18,POLICE DEPARTMENT,NO STANDING-EXC. TRUCK LOADING,HEARING HELD-NOT GUILTY,03/17/2016,02:40A,,0.00,0.00,10,95,0.00,105.00
1388666091,HBW2163,PAS,K,NY,88,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,,03/27/2016,01:57A,,0.00,70.00,10,60,0.00,0.00
1388885426,GWU8579,PAS,BX,NY,0,POLICE DEPARTMENT,PEDESTRIAN RAMP,,03/19/2016,02:58P,,0.00,175.00,10,165,0.00,0.00
1398580612,T685841C,OMT,,NY,33,POLICE DEPARTMENT,FIRE HYDRANT,,03/04/2016,01:13A,,0.00,145.00,30,115,0.00,0.00
1398796505,87081MC,COM,NY,NY,27,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/03/2016,02:31P,,0.00,115.00,0,115,0.00,0.00
1398837209,J47EHH,PAS,NY,NJ,33,POLICE DEPARTMENT,DOUBLE PARKING,,03/25/2016,07:35P,,0.00,115.00,0,115,0.00,0.00
1398839966,JVV1422,PAS,NY,PA,33,POLICE DEPARTMENT,FIRE HYDRANT,,03/13/2016,02:44P,,0.00,125.00,10,115,0.00,0.00
1398840518,JVH4865,PAS,NY,PA,33,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/09/2016,02:32A,,0.00,0.00,10,115,0.00,125.00
1398847847,V11AJW,PAS,NY,NJ,33,POLICE DEPARTMENT,NO STANDING-EXC. AUTH. VEHICLE,,03/24/2016,02:27P,,0.00,105.00,10,95,0.00,0.00
1398874711,40813ME,COM,,NY,33,POLICE DEPARTMENT,FIRE HYDRANT,HEARING HELD-GUILTY REDUCTION,03/31/2016,05:00P,,0.00,105.00,0,115,0.00,10.00
1398880863,EDK6229,PAS,NY,NY,1,POLICE DEPARTMENT,NO STANDING-BUS STOP,HEARING HELD-GUILTY,03/21/2016,01:19P,,0.00,115.00,0,115,0.00,0.00
1398880930,74974ME,COM,NY,NY,1,POLICE DEPARTMENT,EXPIRED MUNI MTR-COMM MTR ZN,HEARING PENDING,03/21/2016,02:10P,,0.00,65.00,0,65,0.00,0.00
1398881284,HBU4322,PAS,NY,NY,1,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,,03/22/2016,06:09P,,0.00,75.00,10,65,0.00,0.00
1398888023,GRD8436,PAS,NY,NY,1,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/01/2016,06:09P,,0.00,75.00,10,65,0.00,0.00
1398890571,38969AN,COM,NY,NY,19,POLICE DEPARTMENT,FAIL TO DSPLY MUNI METER RECPT,HEARING HELD-NOT GUILTY,03/14/2016,10:13A,,0.00,0.00,10,65,0.00,75.00
1398909610,63454JD,COM,NY,NY,20,POLICE DEPARTMENT,TRAFFIC LANE,HEARING HELD-GUILTY REDUCTION,03/16/2016,11:25A,,0.00,40.00,0,115,0.00,75.00
1398910909,98197MD,COM,NY,NY,18,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/16/2016,05:35P,,0.00,0.00,0,65,0.00,65.00
1398910971,XBHV51,PAS,NY,NJ,18,POLICE DEPARTMENT,NO STANDING-EXC. AUTH. VEHICLE,HEARING HELD-NOT GUILTY,03/22/2016,05:51P,,0.00,0.00,0,95,0.00,95.00
1398911173,37897MH,COM,NY,NY,0,POLICE DEPARTMENT,FAIL TO DSPLY MUNI METER RECPT,HEARING HELD-GUILTY REDUCTION,03/23/2016,01:09P,,0.00,20.00,0,65,0.00,45.00
1399110950,HFD2938,PAS,NY,NY,19,DEPARTMENT OF SANITATION,NO PARKING-STREET CLEANING,,03/30/2016,07:50A,,0.00,75.00,10,65,0.00,0.00
1399146956,BAW2562,PAS,NY,NC,23,DEPARTMENT OF SANITATION,NO PARKING-STREET CLEANING,,03/28/2016,11:35A,,0.00,55.00,10,45,0.00,0.00
1399161982,FTK3166,PAS,NY,NY,19,DEPARTMENT OF SANITATION,NO STANDING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/10/2016,07:50A,,0.00,115.00,0,115,0.00,0.00
1399378958,22869MH,COM,NY,NY,20,OTHER/UNKNOWN AGENCIES,SIDEWALK,HEARING HELD-NOT GUILTY,03/24/2016,12:13P,,0.00,0.00,10,115,0.00,125.00
1399468960,VHB2908,PAS,K,VA,84,OTHER/UNKNOWN AGENCIES,NO PARKING-EXC. HNDICAP PERMIT,,03/10/2016,09:38A,,0.00,190.00,10,180,0.00,0.00
1399561194,6N25H,OMT,NY,NY,10,PARKS DEPARTMENT,NO STOPPING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/17/2016,09:54A,,0.00,115.00,0,115,0.00,0.00
1399764962,GYA3808,PAS,BX,NY,41,POLICE DEPARTMENT,NO STANDING-BUS STOP,,03/13/2016,05:48P,,0.00,125.00,10,115,0.00,0.00
1399767720,HFB2627,PAS,BX,NY,41,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/31/2016,02:38A,,0.00,125.00,10,115,0.00,0.00
1399775789,HCG2668,PAS,BX,NY,52,POLICE DEPARTMENT,PEDESTRIAN RAMP,HEARING HELD-NOT GUILTY,03/28/2016,00:27A,,0.00,0.00,10,165,0.00,175.00
1399790262,42959JZ,999,BX,99,47,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/03/2016,11:50A,,0.00,0.00,10,115,0.00,125.00
1399853340,Y67DIJ,PAS,BX,FL,50,POLICE DEPARTMENT,PEDESTRIAN RAMP,,03/13/2016,08:25A,,0.00,175.00,10,165,0.00,0.00
1399962012,GMK1179,PAS,BX,NY,49,POLICE DEPARTMENT,DOUBLE PARKING,,03/31/2016,07:03P,,0.00,125.00,10,115,0.00,0.00
1399967472,GZH7914,PAS,BX,NY,44,POLICE DEPARTMENT,DOUBLE PARKING,,03/09/2016,05:30P,,0.00,145.00,30,115,0.00,0.00
1399967654,JTG2738,PAS,BX,PA,44,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,,03/07/2016,09:42P,,0.00,70.00,10,60,0.00,0.00
1400103370,23614MG,COM,BX,NY,49,POLICE DEPARTMENT,NGHT PKG ON RESID STR-COMM VEH,HEARING HELD-GUILTY REDUCTION,03/23/2016,02:10A,,0.00,28.00,0,65,0.00,37.00
1400126873,HDF3690,PAS,Q,NY,115,POLICE DEPARTMENT,FIRE HYDRANT,,03/07/2016,01:15A,,0.00,145.00,30,115,0.00,0.00
1400128390,T604827C,OMT,Q,NY,115,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/01/2016,03:40A,,0.00,0.00,30,115,0.00,145.00
1400173711,ECB8799,PAS,Q,NY,104,POLICE DEPARTMENT,CROSSWALK,,03/03/2016,10:43A,,0.00,145.00,30,115,0.00,0.00
1400233306,GPN1495,PAS,Q,NY,108,POLICE DEPARTMENT,OVERTIME STDG D/S,,03/20/2016,03:55A,,0.00,83.00,10,73,0.00,0.00
1400237701,GEU9582,PAS,Q,NY,115,POLICE DEPARTMENT,OBSTRUCTING DRIVEWAY,HEARING HELD-GUILTY,03/28/2016,12:45P,,0.00,95.00,0,95,0.00,0.00
1400427629,FXV8209,PAS,K,NY,67,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-GUILTY,03/22/2016,04:42P,,0.00,115.00,0,115,0.00,0.00
1400532450,XCCK31,PAS,,NJ,0,POLICE DEPARTMENT,EXPIRED MUNI METER,HEARING HELD-NOT GUILTY,03/23/2016,03:33P,,0.00,0.00,0,35,0.00,35.00
1400538439,38409MD,COM,K,NY,73,POLICE DEPARTMENT,NO PARKING-STREET CLEANING,,03/01/2016,09:56A,,0.00,75.00,30,45,0.00,0.00
1400544040,HDW2574,PAS,Q,NY,107,POLICE DEPARTMENT,NO PARKING-STREET CLEANING,HEARING HELD-GUILTY,03/30/2016,10:42A,,0.00,45.00,0,45,0.00,0.00
1400583457,XAAH14,PAS,K,NJ,76,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/29/2016,03:07P,,0.00,0.00,10,115,0.00,125.00
1400584802,GLV7771,PAS,K,NY,76,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/11/2016,04:10P,,0.00,115.00,0,115,0.00,0.00
1400587750,DFJP41,PAS,K,FL,76,POLICE DEPARTMENT,NO STANDING-BUS STOP,,03/16/2016,05:05P,,0.00,125.00,10,115,0.00,0.00
1400618629,ZNP36S,PAS,NY,NJ,28,POLICE DEPARTMENT,FIRE HYDRANT,,03/24/2016,12:35A,,0.00,125.00,10,115,0.00,0.00
1400672910,27153MH,PAS,NY,NY,23,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/16/2016,06:00A,,0.00,0.00,10,115,0.00,125.00
1400692684,GXA9366,PAS,NY,NY,28,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-GUILTY,03/01/2016,01:37P,,0.00,125.00,10,115,0.00,0.00
1400790750,GLP4448,PAS,K,NY,78,POLICE DEPARTMENT,NO STANDING-BUS STOP,,03/14/2016,08:15P,08/11/2016,178.78,0.00,60,115,4.00,0.22
1400850071,S69ELH,PAS,K,NJ,78,POLICE DEPARTMENT,FIRE HYDRANT,,03/12/2016,00:45P,,0.00,125.00,10,115,0.00,0.00
1401130409,64760MA,COM,BX,NY,52,DEPARTMENT OF SANITATION,STORAGE-3HR COMMERCIAL,,03/16/2016,03:50A,,0.00,75.00,10,65,0.00,0.00
1401130410,64760MA,COM,BX,NY,52,DEPARTMENT OF SANITATION,STORAGE-3HR COMMERCIAL,,03/17/2016,03:45A,,0.00,75.00,10,65,0.00,0.00
1401313644,24701SH,COM,K,NY,60,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/17/2016,11:21A,,0.00,125.00,10,115,0.00,0.00
1401322153,T679877C,OMT,K,NY,60,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/09/2016,12:23P,,0.00,115.00,0,115,0.00,0.00
1401325300,HDC5075,PAS,K,NY,60,POLICE DEPARTMENT,NO STANDING-BUS STOP,,03/24/2016,01:08P,,0.00,125.00,10,115,0.00,0.00
1401325488,FJB4105,PAS,K,NY,60,POLICE DEPARTMENT,DOUBLE PARKING,,03/24/2016,08:56A,,0.00,125.00,10,115,0.00,0.00
1401349055,GNW7580,PAS,K,NY,60,POLICE DEPARTMENT,REG. STICKER-EXPIRED/MISSING,,03/20/2016,02:56A,,0.00,75.00,10,65,0.00,0.00
1401443357,GFD910,PAS,K,VT,94,POLICE DEPARTMENT,OBSTRUCTING DRIVEWAY,,03/31/2016,12:28A,,0.00,105.00,10,95,0.00,0.00
1401784392,GXG5570,PAS,K,NY,71,POLICE DEPARTMENT,NO STANDING-BUS STOP,HEARING HELD-NOT GUILTY,03/17/2016,05:38P,,0.00,0.00,10,115,0.00,125.00
1401810974,GZX6170,PAS,,NY,71,POLICE DEPARTMENT,NO STANDING-BUS STOP,HEARING HELD-NOT GUILTY,03/29/2016,12:16A,,0.00,0.00,10,115,0.00,125.00
1401832374,AKY3804,PAS,K,WA,71,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-GUILTY,03/05/2016,08:10A,,0.00,115.00,0,115,0.00,0.00
1401851484,HEH5836,PAS,K,NY,71,POLICE DEPARTMENT,FIRE HYDRANT,,03/18/2016,09:00P,,0.00,125.00,10,115,0.00,0.00
1401884090,T670505C,OMT,K,NY,60,DEPARTMENT OF SANITATION,NO PARKING-STREET CLEANING,HEARING HELD-GUILTY,03/07/2016,08:20A,,0.00,45.00,0,45,0.00,0.00
1402122755,HDS3825,PAS,K,NY,72,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-GUILTY,03/03/2016,05:05P,,0.00,125.00,10,115,0.00,0.00
1402122810,63315BA,OMR,K,NY,72,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/13/2016,02:21P,,0.00,0.00,10,115,0.00,125.00
1402127315,37892MH,COM,K,NY,68,POLICE DEPARTMENT,NGHT PKG ON RESID STR-COMM VEH,HEARING HELD-GUILTY REDUCTION,03/31/2016,03:37A,,0.00,28.00,0,65,0.00,37.00
1402141919,R97FKK,PAS,K,NJ,72,POLICE DEPARTMENT,FIRE HYDRANT,,03/04/2016,02:42A,06/23/2016,0.00,178.09,60,115,3.26,0.17
1402179777,FGP3616,PAS,K,NY,69,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/19/2016,07:05P,,0.00,125.00,10,115,0.00,0.00
1402194997,FGP3616,PAS,K,NY,69,POLICE DEPARTMENT,INSP. STICKER-EXPIRED/MISSING,,03/19/2016,07:05P,,0.00,75.00,10,65,0.00,0.00
1402268105,HDU5630,PAS,K,NY,67,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,,03/25/2016,10:53A,,0.00,70.00,10,60,0.00,0.00
1402343668,L59FNV,PAS,K,NJ,81,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,,03/07/2016,10:06A,,0.00,70.00,10,60,0.00,0.00
1402356389,DLW1277,PAS,K,NY,81,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/04/2016,08:28A,,0.00,125.00,10,115,0.00,0.00
1402357199,T679877C,OMT,K,NY,81,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/09/2016,10:30A,,0.00,125.00,10,115,0.00,0.00
1402358970,HDS3891,PAS,K,NY,81,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/21/2016,09:55A,,0.00,125.00,10,115,0.00,0.00
1402359123,FZJ2884,PAS,K,NY,81,POLICE DEPARTMENT,DOUBLE PARKING,,03/22/2016,10:42A,,0.00,125.00,10,115,0.00,0.00
1402359299,DFA6612,PAS,K,NC,81,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/24/2016,08:10A,,0.00,125.00,10,115,0.00,0.00
1402367302,OABSMO,PAS,NY,CT,20,POLICE DEPARTMENT,NO STANDING-EXC. AUTH. VEHICLE,,03/13/2016,02:18P,,0.00,105.00,10,95,0.00,0.00
1402412071,FRY8412,PAS,,NY,61,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/31/2016,09:02A,,0.00,0.00,10,115,0.00,125.00
1402659570,GMS5349,PAS,Q,NY,107,POLICE DEPARTMENT,OBSTRUCTING DRIVEWAY,,03/30/2016,03:05P,,0.00,105.00,10,95,0.00,0.00
1402819572,FCN4584,PAS,Q,NY,105,POLICE DEPARTMENT,OBSTRUCTING DRIVEWAY,,03/25/2016,12:08P,,0.00,105.00,10,95,0.00,0.00
1402865636,GZZ9551,PAS,Q,NY,106,POLICE DEPARTMENT,OBSTRUCTING DRIVEWAY,,03/06/2016,08:00A,,0.00,125.00,30,95,0.00,0.00
1403070738,GYG9144,PAS,NY,NY,34,POLICE DEPARTMENT,NO STANDING-BUS LANE,HEARING HELD-NOT GUILTY,03/02/2016,07:08A,,0.00,0.00,30,115,0.00,145.00
1403089838,42449JJ,COM,NY,NY,26,POLICE DEPARTMENT,NGHT PKG ON RESID STR-COMM VEH,HEARING HELD-GUILTY,03/03/2016,02:25A,,0.00,65.00,0,65,0.00,0.00
1403238261,T664072C,OMT,NY,NY,19,POLICE DEPARTMENT,OBSTRUCTING TRAFFIC/INTERSECT,HEARING HELD-GUILTY,03/27/2016,07:00P,,0.00,115.00,0,115,0.00,0.00
1403269725,XCYD29,PAS,NY,NJ,24,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/26/2016,07:30P,,0.00,0.00,0,115,0.00,115.00
1403270016,59722MA,COM,NY,NY,24,POLICE DEPARTMENT,TRAFFIC LANE,HEARING HELD-NOT GUILTY,03/20/2016,11:34A,,0.00,0.00,0,115,0.00,115.00
1403270028,XCCK22,PAS,NY,NJ,24,POLICE DEPARTMENT,TRAFFIC LANE,HEARING HELD-NOT GUILTY,03/20/2016,11:37A,,0.00,0.00,0,115,0.00,115.00
1403344322,JYF6430,PAS,NY,PA,13,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,,03/04/2016,02:36A,,0.00,125.00,10,115,0.00,0.00
1403578618,HDK4806,PAS,K,NY,81,POLICE DEPARTMENT,FIRE HYDRANT,,03/16/2016,07:58P,,0.00,125.00,10,115,0.00,0.00
1403600417,ADT3013,PAS,NY,NY,13,DEPARTMENT OF SANITATION,NO PARKING-STREET CLEANING,,03/02/2016,11:14A,,0.00,95.00,30,65,0.00,0.00
1403600545,FSL1872,PAS,NY,NY,13,PORT AUTHORITY,NO PARKING-DAY/TIME LIMITS,HEARING HELD-GUILTY,03/28/2016,06:54P,,0.00,65.00,0,65,0.00,0.00
1403627060,FFZ8408,PAS,NY,NY,9,POLICE DEPARTMENT,DOUBLE PARKING,,03/14/2016,12:12P,,0.00,125.00,10,115,0.00,0.00
1403632911,932LYQ,PAS,NY,FL,25,POLICE DEPARTMENT,NO PARKING-EXC. AUTH. VEHICLE,,03/16/2016,11:35A,,0.00,70.00,10,60,0.00,0.00
1403633332,AB39426,PAS,NY,CT,25,POLICE DEPARTMENT,SIDEWALK,,03/17/2016,03:40P,,0.00,65.00,10,55,0.00,0.00
1403644305,FRG5922,PAS,NY,NY,25,POLICE DEPARTMENT,PEDESTRIAN RAMP,HEARING HELD-NOT GUILTY,03/29/2016,08:30A,,0.00,0.00,10,165,0.00,175.00
1403645711,GGL4389,PAS,,NY,23,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/26/2016,02:54P,,0.00,0.00,10,60,0.00,70.00
1403646077,932LYQ,PAS,NY,FL,25,POLICE DEPARTMENT,NO PARKING-EXC. AUTH. VEHICLE,,03/16/2016,10:10P,,0.00,70.00,10,60,0.00,0.00
1403721002,HEJ1372,PAS,K,NY,72,POLICE DEPARTMENT,NO PARKING-STREET CLEANING,,03/15/2016,12:00P,,0.00,55.00,10,45,0.00,0.00
1403727521,XBHV47,PAS,NY,NJ,18,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING HELD-NOT GUILTY,03/05/2016,07:08P,,0.00,0.00,0,115,0.00,115.00
1403777330,GCL6016,PAS,BX,NY,40,POLICE DEPARTMENT,NO STANDING-DAY/TIME LIMITS,HEARING ADJOURNMENT,03/24/2016,12:40P,,0.00,115.00,0,115,0.00,0.00
1403910443,86798MC,COM,R,NY,123,POLICE DEPARTMENT,NGHT PKG ON RESID STR-COMM VEH,,03/27/2016,10:37P,,0.00,75.00,10,65,0.00,0.00
1403912063,T464953C,OMT,K,NY,62,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,,03/15/2016,10:48A,,0.00,70.00,10,60,0.00,0.00
1403912257,GFC7857,PAS,K,NY,62,POLICE DEPARTMENT,FIRE HYDRANT,,03/22/2016,05:08A,,0.00,125.00,10,115,0.00,0.00
1404197357,GRC2243,PAS,Q,NY,109,OTHER/UNKNOWN AGENCIES,NO STANDING-EXC. AUTH. VEHICLE,,03/20/2016,10:00A,,0.00,105.00,10,95,0.00,0.00
1404314593,GUJ2738,PAS,Q,NY,114,POLICE DEPARTMENT,FIRE HYDRANT,HEARING HELD-GUILTY,03/02/2016,02:10A,,0.00,125.00,10,115,0.00,0.00
1404322243,T688957C,OMT,Q,NY,114,POLICE DEPARTMENT,DOUBLE PARKING,,03/31/2016,01:22A,,0.00,125.00,10,115,0.00,0.00
1404330392,71269ME,COM,Q,NY,112,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/02/2016,10:17A,,0.00,0.00,0,115,0.00,115.00
1404330434,59722MA,COM,Q,NY,112,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/03/2016,09:39A,,0.00,0.00,0,115,0.00,115.00
1404330562,71269ME,COM,Q,NY,112,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/04/2016,10:26A,,0.00,0.00,0,115,0.00,115.00
1404330940,GXN7003,PAS,Q,NY,112,POLICE DEPARTMENT,FIRE HYDRANT,,03/06/2016,02:35A,,0.00,145.00,30,115,0.00,0.00
1404345231,3AELF2,PAS,Q,CT,110,POLICE DEPARTMENT,FIRE HYDRANT,,03/04/2016,03:18A,,0.00,125.00,10,115,0.00,0.00
1404397863,GJX6079,PAS,Q,NY,104,POLICE DEPARTMENT,NO PARKING-DAY/TIME LIMITS,,03/02/2016,02:15A,,0.00,90.00,30,60,0.00,0.00
1404401829,71269ME,COM,Q,NY,112,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/07/2016,02:20P,,0.00,0.00,0,115,0.00,115.00
1404401830,XCCK28,PAS,Q,NJ,112,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/06/2016,10:15A,,0.00,0.00,0,115,0.00,115.00
1404405975,82891MC,COM,Q,NY,112,POLICE DEPARTMENT,DOUBLE PARKING,HEARING HELD-NOT GUILTY,03/04/2016,09:10A,,0.00,0.00,0,115,0.00,115.00
1404530861,HFV9156,PAS,K,NY,94,POLICE DEPARTMENT,OBSTRUCTING DRIVEWAY,,03/29/2016,12:22P,,0.00,105.00,10,95,0.00,0.00
1404560063,HBE5904,PAS,K,NY,79,POLICE DEPARTMENT,NO PARKING-STREET CLEANING,,03/11/2016,09:36A,,0.00,55.00,10,45,0.00,0.00
1404562217,JYV0863,PAS,K,PA,88,POLICE DEPARTMENT,NO STANDING-BUS STOP,,03/13/2016,04:27P,,0.00,125.00,10,115,0.00,0.00
1404566387,GZT4252,PAS,K,NY,88,POLICE DEPARTMENT,OBSTRUCTING DRIVEWAY,,03/23/2016,10:57P,,0.00,105.00,10,95,0.00,0.00
1404566429,GZT4252,PAS,K,NY,88,POLICE DEPARTMENT,OBSTRUCTING DRIVEWAY,,03/24/2016,08:34P,,0.00,105.00,10,95,0.00,0.00
1404567124,FCZ1455,PAS,K,NY,83,POLICE DEPARTMENT,NO PARKING-STREET CLEANING,,03/31/2016,08:50A,,0.00,55.00,10,45,0.00,0.00
1404671535,YTV4661,PAS,NY,PA,17,POLICE DEPARTMENT,TRAFFIC LANE,HEARING HELD-GUILTY REDUCTION,03/04/2016,02:35P,,0.00,40.00,0,115,0.00,75.00
1404701310,EAD6882,PAS,NY,NY,7,POLICE DEPARTMENT,PEDESTRIAN RAMP,,03/26/2016,12:35P,,0.00,175.00,10,165,0.00,0.00
1404720510,22870MH,COM,NY,NY,18,POLICE DEPARTMENT,NO STANDING-EXC. TRUCK LOADING,HEARING HELD-NOT GUILTY,03/31/2016,12:05A,,0.00,0.00,10,95,0.00,105.00
1404725283,GHP8199,PAS,NY,NY,7,POLICE DEPARTMENT,NO PARKING-STREET CLEANING,HEARING HELD-NOT GUILTY,03/15/2016,09:16A,,0.00,0.00,10,65,0.00,75.00
1404730758,20035MH,COM,NY,NY,13,POLICE DEPARTMENT,TRAFFIC LANE,HEARING HELD-GUILTY REDUCTION,03/31/2016,05:05P,,0.00,40.00,0,115,0.00,75.00
